Time [s],X [°/s],Y [°/s],Z [°/s]
191.1695,-16.96803,-149.7826,22.21714
191.17075,-17.70047,-150.8812,21.97299
191.172,-18.55497,-147.5853,22.94957
191.17325,-18.4329,-143.1907,23.31579
191.1745,-15.38109,-144.4114,22.09506
191.17575,-16.47974,-151.4916,22.70543
191.177,-15.86938,-153.5668,22.33921
191.178,-16.2356,-151.1254,21.72885
191.17925,-16.60182,-144.5335,21.4847
191.1805,-16.11353,-144.4114,21.60678
191.18175,-15.74731,-146.8528,21.36263
191.183,-15.86938,-147.097,21.97299
191.18425,-16.47974,-149.2943,21.4847
191.1855,-15.74731,-153.0785,20.38605
191.18675,-16.72389,-152.224,20.6302
191.188,-16.11353,-143.3127,20.6302
191.189,-13.79416,-147.219,20.01984
191.19025,-13.30587,-149.7826,19.2874
191.1915,-13.79416,-147.219,18.67704
191.19275,-13.18379,-150.0267,19.2874
191.194,-13.55001,-153.2006,19.16533
191.195,-14.89281,-149.0501,19.04326
191.19625,-12.69551,-148.5618,18.67704
191.1975,-11.841,-154.2992,18.4329
191.19875,-12.57343,-156.1303,17.21218
191.2,-13.18379,-151.3695,16.60182
191.20125,-10.49821,-149.1722,15.99146
191.2025,-11.47478,-154.5434,16.47974
191.20375,-11.10857,-151.1254,14.89281
191.205,-10.00992,-153.6889,15.13695
191.206,-10.25406,-156.7407,14.89281
191.20725,-9.887846,-154.7875,14.0383
191.2085,-9.277485,-158.4497,14.40452
191.20975,-10.37613,-158.8159,13.55001
191.211,-9.399557,-148.9281,13.06172
191.21225,-9.033341,-150.6371,12.08514
191.2135,-7.934691,-160.1587,12.69551
191.21475,-7.812619,-159.5483,11.10857
191.216,-7.690547,-153.0785,10.00992
191.217,-7.812619,-149.2943,9.521629
191.21825,-6.836042,-153.3226,9.765774
191.2195,-5.493248,-157.8393,8.300908
191.22075,-5.493248,-158.2055,8.178836
191.222,-5.61532,-161.0132,8.056764
191.223,-4.638742,-162.7222,6.469825
191.22425,-4.028382,-161.1353,5.493248
191.2255,-3.784237,-155.7641,5.004959
191.22675,-3.540093,-150.8812,5.127031
191.228,-3.418021,-160.1587,3.540093
191.22925,-3.295949,-156.4965,2.441443
191.2305,-1.464866,-154.4213,2.563516
191.23175,-2.80766,-154.5434,1.831083
191.233,-1.464866,-153.5668,-0.6103609
191.234,-0.4882887,-155.642,-1.220722
191.23525,0.7324331,-162.2339,-0.9765774
191.2365,0.9765774,-161.5015,-0.8545052
191.23775,0.2441444,-160.1587,-2.075227
191.239,0.6103609,-160.5249,-2.319371
191.24025,1.464866,-158.938,-3.784237
191.2415,4.028382,-165.5299,-5.004959
191.24275,2.441443,-164.9195,-5.981536
191.244,2.319371,-164.6754,-7.934691
191.245,4.760815,-164.065,-8.056764
191.24625,6.225681,-167.6051,-7.812619
191.2475,5.859465,-171.6335,-8.300908
191.24875,4.394598,-168.9479,-10.37613
191.25,6.103609,-171.0231,-11.47478
191.251,7.202258,-175.0515,-12.08514
191.25225,5.859465,-170.779,-11.96307
191.2535,7.690547,-168.9479,-13.42794
191.25475,8.056764,-172.7321,-13.91623
191.256,8.178836,-178.3474,-15.13695
