Time [s],X [°/s],Y [°/s],Z [°/s]
22.894,13.30587,-19.16533,-1.09865
22.895,14.28244,-19.40948,-0.9765774
22.89625,15.01488,-19.53155,-2.929732
22.8975,14.16037,-19.40948,-4.516671
22.89875,13.67208,-17.09011,-5.004959
22.9,15.50317,-17.45632,-5.981536
22.90125,15.38109,-16.96803,-6.347753
22.9025,14.64866,-15.50317,-6.71397
22.90375,14.64866,-15.13695,-6.836042
22.905,14.52659,-14.16037,-7.812619
22.906,13.91623,-13.91623,-8.056764
22.90725,13.79416,-13.42794,-8.911269
22.9085,14.0383,-13.30587,-9.033341
22.90975,14.16037,-13.18379,-8.178836
22.911,16.11353,-13.79416,-8.178836
22.912,15.25902,-13.67208,-7.812619
22.91325,15.25902,-13.30587,-8.789197
22.9145,15.01488,-13.06172,-8.300908
22.91575,15.99146,-14.28244,-8.300908
22.917,14.52659,-13.18379,-8.178836
22.91825,16.84596,-13.06172,-7.934691
22.9195,15.25902,-12.81758,-7.202258
22.92075,15.74731,-12.20722,-6.225681
22.922,16.60182,-12.69551,-5.004959
22.923,14.77073,-11.10857,-5.249104
22.92425,15.86938,-12.08514,-4.638742
22.9255,15.50317,-11.23064,-4.516671
22.92675,15.86938,-10.9865,-3.295949
22.928,17.45632,-11.96307,-2.80766
22.92925,16.96803,-11.47478,-2.197299
22.9305,16.47974,-11.59686,-1.70901
22.93175,16.11353,-11.23064,-0.9765774
22.933,16.2356,-10.86442,-1.464866
22.934,15.62524,-9.277485,-1.464866
22.93525,18.18876,-10.49821,0
22.9365,18.31083,-10.13199,0.8545052
22.93775,17.94461,-10.13199,1.09865
22.939,16.60182,-10.37613,1.09865
22.94025,16.96803,-9.399557,1.70901
22.9415,17.82254,-9.643702,1.342794
22.94275,16.35767,-9.155413,2.319371
22.944,16.47974,-8.178836,2.319371
22.945,18.06668,-9.521629,2.563516
22.94625,18.18876,-9.155413,2.197299
22.9475,17.57839,-8.911269,2.929732
22.94875,16.2356,-8.42298,3.540093
22.95,15.38109,-8.42298,2.441443
22.951,16.60182,-8.178836,2.075227
22.95225,17.21218,-7.202258,3.662165
22.9535,17.45632,-7.080186,3.662165
22.95475,16.60182,-6.958114,3.051804
22.956,16.47974,-6.103609,3.051804
22.95725,15.86938,-6.225681,2.685588
22.9585,16.47974,-5.981536,2.685588
22.95975,16.35767,-4.882887,3.295949
22.961,17.57839,-5.737392,2.929732
22.962,16.72389,-3.295949,2.80766
22.96325,16.2356,-2.929732,3.784237
22.9645,15.74731,-2.80766,4.028382
